skill,role_type,exp_category,primary_location
Research,Data Analytics,Senior (6-10 Yrs),Bangalore
global operations,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Financial risk,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Market risk,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Investment banking,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Asset management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Macros,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Information technology,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Financial services,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Market analysis,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Due diligence,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Networking,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Senior Analyst,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Consulting,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Investment management,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Research,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Portfolio management,Data Analytics,Mid Level (3-5 Yrs),Mumbai
RFMachine learning,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Machine,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process design,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process automation,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Manager Quality Assurance,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Staffing,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Healthcare,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Issue resolution,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Data mining,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business solutions,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Relationship management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Online research,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Product quality,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Interpersonal skills,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Project Management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Manager Technology,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Software product development,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Marketing programs,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Marketing operations,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Predictive modeling,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Data mining,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business intelligence,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Digital marketing,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Project delivery,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Operations,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Social media,Other,Mid Level (3-5 Yrs),Bangalore
Agile,Other,Mid Level (3-5 Yrs),Bangalore
SEZScrum,Other,Mid Level (3-5 Yrs),Bangalore
Customer service,Other,Mid Level (3-5 Yrs),Bangalore
MS Office,Other,Mid Level (3-5 Yrs),Bangalore
Merchandising,Other,Mid Level (3-5 Yrs),Bangalore
CVSExcel,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Maritime,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Microsoft applications,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Continuous improvement,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Architecture,Data Analytics,Senior (6-10 Yrs),Bangalore
Banking,Data Analytics,Senior (6-10 Yrs),Bangalore
Agile,Data Analytics,Senior (6-10 Yrs),Bangalore
Deployment,Data Analytics,Senior (6-10 Yrs),Bangalore
Scrum,Data Analytics,Senior (6-10 Yrs),Bangalore
Stakeholder management,Data Analytics,Senior (6-10 Yrs),Bangalore
Asset finance,Data Analytics,Senior (6-10 Yrs),Bangalore
Technical training,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Query resolution,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process improvement,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Risk assessment,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Subject matter expertise,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Monitoring,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business system,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Mentor,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business process modeling,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Middleware,Data Analytics,Mid Level (3-5 Yrs),Bangalore
MARbusiness analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Banking,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Agile,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Continuous improvement,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business understandingbusiness analysisimprovement,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Unix,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Supply chain,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Computer science,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Costing,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Production support,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Integration testing,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Agile,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Windows,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
IT strategy,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Agile,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Software development life cycle,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Manager Technology,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Value stream mapping,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Cost benefit analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business process,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Field sales,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Project Management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Consulting,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Agile,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Scrum,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Junior Analyst,Data Analytics,Junior (1-2 Yrs),Kolkata
Product management,Data Analytics,Senior (6-10 Yrs),Bangalore
Analytical skills,Data Analytics,Senior (6-10 Yrs),Bangalore
Customer management,Data Analytics,Senior (6-10 Yrs),Bangalore
Engineering management,Data Analytics,Senior (6-10 Yrs),Bangalore
Time management,Data Analytics,Senior (6-10 Yrs),Bangalore
Data Analysis,Data Analytics,Senior (6-10 Yrs),Bangalore
Agile development,Data Analytics,Senior (6-10 Yrs),Bangalore
Business Analystcxobusiness analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Manager Quality Assurance,Data Analytics,Junior (1-2 Yrs),Bangalore
Staffing,Data Analytics,Junior (1-2 Yrs),Bangalore
Techno functional,Data Analytics,Junior (1-2 Yrs),Bangalore
Agile,Data Analytics,Junior (1-2 Yrs),Bangalore
Healthcare,Data Analytics,Junior (1-2 Yrs),Bangalore
JIRABusiness analysis,Data Analytics,Junior (1-2 Yrs),Bangalore
Business process,Data Analytics,Mid Level (3-5 Yrs),Bangalore
ISOBusiness Process Analyst,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business process analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Health insurance,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analyst Trainee,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Automation,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Pharma,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Manager Technology,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Instrumentation,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process design,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Investment analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Automation,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Networking,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Test scenarios,Data Analytics,Mid Level (3-5 Yrs),Bangalore
System design,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process automation,Data Analytics,Expert (10+ Yrs),Bangalore
Project Coordinator,Data Analytics,Expert (10+ Yrs),Bangalore
Telecom,Data Analytics,Expert (10+ Yrs),Bangalore
Usage,Data Analytics,Expert (10+ Yrs),Bangalore
Sales,Data Analytics,Expert (10+ Yrs),Bangalore
Senior Executive,Data Analytics,Expert (10+ Yrs),Bangalore
Legal,Data Analytics,Expert (10+ Yrs),Bangalore
Process automation,Data Analytics,Mid Level (3-5 Yrs),Bangalore
IT Business Analyst,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Project Coordinator,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Bss,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Web services,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Architecture,Data Analytics,Mid Level (3-5 Yrs),Bangalore
UMLBusiness analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Process automation,Other,Senior (6-10 Yrs),Bangalore
IT Business Analyst,Other,Senior (6-10 Yrs),Bangalore
Bss,Other,Senior (6-10 Yrs),Bangalore
Architecture,Other,Senior (6-10 Yrs),Bangalore
Business Analysis,Other,Senior (6-10 Yrs),Bangalore
UMLAgile,Other,Senior (6-10 Yrs),Bangalore
Scrum,Other,Senior (6-10 Yrs),Bangalore
Advisory,Other,Senior (6-10 Yrs),Bangalore
Valuation,Other,Senior (6-10 Yrs),Bangalore
Computer science,Other,Mid Level (3-5 Yrs),Bangalore
Manager Quality Assurance,Other,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Other,Mid Level (3-5 Yrs),Bangalore
Technical writing,Other,Mid Level (3-5 Yrs),Bangalore
Analyticaldata visualization,Other,Mid Level (3-5 Yrs),Bangalore
Information technology,Other,Mid Level (3-5 Yrs),Bangalore
Analytical skills,Other,Mid Level (3-5 Yrs),Bangalore
Service level,Other,Mid Level (3-5 Yrs),Bangalore
Usage,Other,Mid Level (3-5 Yrs),Bangalore
Interpersonal skills,Other,Mid Level (3-5 Yrs),Bangalore
Data management,Other,Mid Level (3-5 Yrs),Bangalore
Agile,Other,Mid Level (3-5 Yrs),Bangalore
Install base,Other,Mid Level (3-5 Yrs),Bangalore
business intelligence reporting,Other,Senior (6-10 Yrs),Bangalore
Analytical skills,Other,Senior (6-10 Yrs),Bangalore
Payroll,Other,Senior (6-10 Yrs),Bangalore
Excelpower bi,Other,Senior (6-10 Yrs),Bangalore
Troubleshooting,Other,Senior (6-10 Yrs),Bangalore
Operations,Other,Senior (6-10 Yrs),Bangalore
data domain,Other,Mid Level (3-5 Yrs),Bangalore
Master data management,Other,Mid Level (3-5 Yrs),Bangalore
Process improvementdevops,Other,Mid Level (3-5 Yrs),Bangalore
Agiledata governance,Other,Mid Level (3-5 Yrs),Bangalore
Manager Technology,Other,Mid Level (3-5 Yrs),Bangalore
Informatica,Other,Mid Level (3-5 Yrs),Bangalore
Process automation,Other,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Other,Mid Level (3-5 Yrs),Bangalore
Minitab,Other,Mid Level (3-5 Yrs),Bangalore
Operational excellence,Other,Mid Level (3-5 Yrs),Bangalore
Process improvement,Other,Mid Level (3-5 Yrs),Bangalore
Continuous improvement,Other,Mid Level (3-5 Yrs),Bangalore
Black Belt,Other,Mid Level (3-5 Yrs),Bangalore
Monitoring,Other,Mid Level (3-5 Yrs),Bangalore
Solution design,Other,Mid Level (3-5 Yrs),Bangalore
PDFTest scripts,Other,Mid Level (3-5 Yrs),Bangalore
Design management,Other,Mid Level (3-5 Yrs),Bangalore
Selenium,Other,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Other,Mid Level (3-5 Yrs),Bangalore
Product management,Other,Senior (6-10 Yrs),Bangalore
Business Analysis,Other,Senior (6-10 Yrs),Bangalore
Project Management,Other,Senior (6-10 Yrs),Bangalore
VISIOTools,Other,Senior (6-10 Yrs),Bangalore
Workflow,Other,Senior (6-10 Yrs),Bangalore
Healthcare,Other,Senior (6-10 Yrs),Bangalore
System design,Other,Senior (6-10 Yrs),Bangalore
IT services,Data Analytics,Senior (6-10 Yrs),Mumbai
PRPCERPBusiness Analyst,Data Analytics,Senior (6-10 Yrs),Mumbai
Agile,Data Analytics,Senior (6-10 Yrs),Mumbai
Pega,Data Analytics,Senior (6-10 Yrs),Mumbai
Business Architect,Data Analytics,Senior (6-10 Yrs),Mumbai
Operations,Data Analytics,Senior (6-10 Yrs),Mumbai
IT Business Analyst,Other,Junior (1-2 Yrs),Pune
Automation,Other,Junior (1-2 Yrs),Pune
Staffing,Other,Junior (1-2 Yrs),Pune
Functional testing,Other,Junior (1-2 Yrs),Pune
IT skills,Other,Junior (1-2 Yrs),Pune
Agile,Other,Junior (1-2 Yrs),Pune
Agile,Other,Junior (1-2 Yrs),Pune
JIRA,Other,Junior (1-2 Yrs),Pune
User research,Other,Junior (1-2 Yrs),Bangalore
Selection process,Other,Junior (1-2 Yrs),Bangalore
Document review,Other,Junior (1-2 Yrs),Bangalore
Business Analysis,Other,Junior (1-2 Yrs),Bangalore
Staffing,Other,Junior (1-2 Yrs),Bangalore
Research Analyst,Other,Junior (1-2 Yrs),Bangalore
Information architecture,Other,Junior (1-2 Yrs),Bangalore
Process,Other,Junior (1-2 Yrs),Bangalore
Staffing,Other,Mid Level (3-5 Yrs),Bangalore
GLOSSAgile,Other,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Other,Mid Level (3-5 Yrs),Bangalore
Computer science,Data Analytics,Mid Level (3-5 Yrs),Bangalore
ERPData management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Management systems,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Application development,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Customer service,Data Analytics,Mid Level (3-5 Yrs),Bangalore
MS Office,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Payroll,Other,Junior (1-2 Yrs),Bangalore
English language,Other,Junior (1-2 Yrs),Bangalore
Manual testing,Other,Junior (1-2 Yrs),Bangalore
Business Analysis,Other,Junior (1-2 Yrs),Bangalore
Project documentation,Other,Junior (1-2 Yrs),Bangalore
Project Management,Other,Junior (1-2 Yrs),Bangalore
Soft skills,Other,Junior (1-2 Yrs),Bangalore
O2CBasic,Other,Mid Level (3-5 Yrs),Hyderabad
Interpersonal skills,Other,Mid Level (3-5 Yrs),Hyderabad
Compliance,Other,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Other,Mid Level (3-5 Yrs),Hyderabad
Finance,Other,Mid Level (3-5 Yrs),Hyderabad
Operations,Other,Mid Level (3-5 Yrs),Hyderabad
Backend,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Version control,Data Analytics,Mid Level (3-5 Yrs),Bangalore
GITProcess improvement,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Control system,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Workflow,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Customer service,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Macros,Data Analytics,Mid Level (3-5 Yrs),Bangalore
QAArchitect,Other,Senior (6-10 Yrs),Bangalore
Advocate,Other,Senior (6-10 Yrs),Bangalore
UATTest cases,Other,Senior (6-10 Yrs),Bangalore
Adobe,Other,Senior (6-10 Yrs),Bangalore
JIRA,Other,Senior (6-10 Yrs),Bangalore
Costing,Data Analytics,Junior (1-2 Yrs),Mumbai
Packaging,Data Analytics,Junior (1-2 Yrs),Mumbai
System design,Data Analytics,Junior (1-2 Yrs),Mumbai
Business strategy,Data Analytics,Junior (1-2 Yrs),Mumbai
Troubleshooting,Data Analytics,Junior (1-2 Yrs),Mumbai
RFPSDLCProject life cycle,Data Analytics,Junior (1-2 Yrs),Mumbai
Business transformation,Other,Senior (6-10 Yrs),Bangalore
Business Analysis,Other,Senior (6-10 Yrs),Bangalore
Solarwindsdata integrity,Other,Senior (6-10 Yrs),Bangalore
Business intelligence,Other,Senior (6-10 Yrs),Bangalore
Data Analysis,Other,Senior (6-10 Yrs),Bangalore
SQL,Other,Senior (6-10 Yrs),Bangalore
Project development,Other,Senior (6-10 Yrs),Bangalore
Bidding,Other,Senior (6-10 Yrs),Bangalore
Data Analysis,Other,Senior (6-10 Yrs),Bangalore
Marketing campaigns,Other,Senior (6-10 Yrs),Bangalore
Google Ad,Other,Senior (6-10 Yrs),Bangalore
Words,Other,Senior (6-10 Yrs),Bangalore
Bid management,Other,Senior (6-10 Yrs),Bangalore
Research,Other,Senior (6-10 Yrs),Bangalore
Project tracking,Other,Mid Level (3-5 Yrs),Bangalore
Business transformation,Other,Mid Level (3-5 Yrs),Bangalore
Project Management,Other,Mid Level (3-5 Yrs),Bangalore
Subject matter expertise,Other,Mid Level (3-5 Yrs),Bangalore
Researchprojecttransformation,Other,Mid Level (3-5 Yrs),Bangalore
Product management,Other,Mid Level (3-5 Yrs),Bangalore
Business process,Other,Mid Level (3-5 Yrs),Bangalore
Root cause analysis,Other,Mid Level (3-5 Yrs),Bangalore
Change management,Other,Mid Level (3-5 Yrs),Bangalore
System maintenance,Other,Mid Level (3-5 Yrs),Bangalore
Conflict resolution,Other,Mid Level (3-5 Yrs),Bangalore
Service request management,Other,Mid Level (3-5 Yrs),Bangalore
Corporate,Other,Junior (1-2 Yrs),Bangalore
Hardware,Other,Junior (1-2 Yrs),Bangalore
Testingsoftware testingbusiness analysis,Other,Junior (1-2 Yrs),Bangalore
QABasic,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Architecture,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Web development,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Clinical trials,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Agile,Data Analytics,Mid Level (3-5 Yrs),Bangalore
JIRA,Data Analytics,Mid Level (3-5 Yrs),Bangalore
PMPBusiness analysis,Other,Junior (1-2 Yrs),Jaipur
Data Analysis,Other,Junior (1-2 Yrs),Jaipur
IT risk management,Other,Junior (1-2 Yrs),Jaipur
PHPHTTPVisio,Other,Junior (1-2 Yrs),Jaipur
Risk management,Other,Junior (1-2 Yrs),Jaipur
Product management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Excel,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Time management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Project Management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Market intelligence,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Agile,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business process,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Event management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Project Management,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Pharma,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Healthcare,Data Analytics,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Analytics,Junior (1-2 Yrs),Pune
Project Management,Data Analytics,Mid Level (3-5 Yrs),Pune
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Pune
Customer retention,Data Analytics,Mid Level (3-5 Yrs),Pune
HTMLPredictive modeling,Data Analytics,Mid Level (3-5 Yrs),Pune
Investment banking,Data Analytics,Mid Level (3-5 Yrs),Pune
Oracle,Data Analytics,Mid Level (3-5 Yrs),Pune
Forecasting,Data Analytics,Mid Level (3-5 Yrs),Pune
RBusiness Growth,Data Analytics,Junior (1-2 Yrs),Bangalore
Advanced Excel,Data Analytics,Junior (1-2 Yrs),Bangalore
Data Analysis,Data Analytics,Junior (1-2 Yrs),Bangalore
Python,Data Analytics,Junior (1-2 Yrs),Bangalore
Sql,Data Analytics,Junior (1-2 Yrs),Bangalore
Excel,Data Analytics,Junior (1-2 Yrs),Bangalore
Product management,Data Analytics,Senior (6-10 Yrs),Faridabad
ERPBusiness Analyst,Data Analytics,Senior (6-10 Yrs),Faridabad
MS Visio,Data Analytics,Senior (6-10 Yrs),Faridabad
Data Analysis,Data Analytics,Senior (6-10 Yrs),Faridabad
Application development,Data Analytics,Senior (6-10 Yrs),Faridabad
Operations,Data Analytics,Senior (6-10 Yrs),Faridabad
Monitoring,Data Analytics,Senior (6-10 Yrs),Faridabad
Drillingctrm,Data Analytics,Junior (1-2 Yrs),Bangalore
Publishing,Data Analytics,Junior (1-2 Yrs),Bangalore
Architecture,Data Analytics,Junior (1-2 Yrs),Bangalore
Bfsi,Data Analytics,Junior (1-2 Yrs),Bangalore
Data Analysis,Data Analytics,Junior (1-2 Yrs),Bangalore
UPS,Data Analytics,Junior (1-2 Yrs),Bangalore
Data Migration,Data Analytics,Junior (1-2 Yrs),Chennai
Written Communication,Data Analytics,Junior (1-2 Yrs),Chennai
Campaigns,Data Analytics,Junior (1-2 Yrs),Chennai
Business Analysis,Data Analytics,Junior (1-2 Yrs),Chennai
Recruitment,Data Analytics,Junior (1-2 Yrs),Chennai
Migration,Data Analytics,Junior (1-2 Yrs),Chennai
