Job Titles,Company Names,Experience Required,Package,Locations,Skills,Role Type,Primary Location,Exp Min,Exp Max,Exp Category,Salary Disclosed
Business Intelligence Associate Analyst,Pepsi Foods,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,IT Business AnalystTelecomSANAutomationBssProject managementInformation securitySOC,Data Analytics,Bangalore,5,10,Mid Level (3-5 Yrs),Not Disclosed
Lead Business Analyst,Aspire Systems,8-13 Yrs,Not disclosed,"Chennai, Tamil Nadu",AnalystClaimsMedical billingGCPWordpressFunctional AnalystHealthcareEDI,Data Analytics,Chennai,8,13,Senior (6-10 Yrs),Not Disclosed
Analyst Relations Specialist,Manhattan Associates,1-2 Yrs,12-15 Lacs PA,"Hybrid - Hyderabad/ Secunderabad, Telangana, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",Junior Business AnalystBusiness AnalystBusiness analysisAnalyticalProject managementHealthcareResearchUS healthcare,Data Analytics,Hybrid - Hyderabad/ Secunderabad,1,2,Junior (1-2 Yrs),Disclosed
NAS Impl ICE Business Analyst,ADP Solutions,2-4 Yrs,7-16 Lacs PA,Bangalore/Bengaluru,Customer acquisitionBusiness AnalystProject managementWeb developmentFeasibility analysisDigital marketingSoftware solutionsAnalytics,Data Analytics,Bangalore,2,4,Junior (1-2 Yrs),Disclosed
Business Analyst,Pixelvide Design Solutions,3-6 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)",SANFrenchSalesBusiness AnalystAnalyticalLeadership trainingProductionCook,Data Analytics,Hybrid - Pune,3,6,Mid Level (3-5 Yrs),Not Disclosed
Sales Operations Analyst,Renesas Electronics India Pvt. Ltd.,3-6 Yrs,Not disclosed,Indore,Communication SkillsUpworkFreelancerSalesProject ManagementAnalytical SkillsRequirement GatheringOnline Bidding,Data Analytics,Indore,3,6,Mid Level (3-5 Yrs),Not Disclosed
CEOs Office - Analyst,jai Kisan,1-4 Yrs,12-15 Lacs PA,Hyderabad/Secunderabad,Project developmentMatrixProduction supportBusiness AnalystComplianceBfsiMentorsoftware quality,Data Analytics,Hyderabad,1,4,Junior (1-2 Yrs),Disclosed
Research Analyst,Hexagon Capital Advisors,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Digital mediaSANMedia marketingFrenchOnline marketingAnalyticalSocial mediaWeb development,Data Analytics,Hyderabad,2,5,Junior (1-2 Yrs),Not Disclosed
Business Analyst,Aspire Systems,6-7 Yrs,Not disclosed,Hyderabad/Secunderabad,AnalystLaw enforcementBloombergConflict resolutionSocial mediaFinanceDiversity and InclusionTechnical Lead,Data Analytics,Hyderabad,6,7,Senior (6-10 Yrs),Not Disclosed
"Senior Manager - Analytics & ML, Delivery & Operations",Hindustan Unilever Ltd,4-10 Yrs,Not disclosed,Bangalore/Bengaluru,Business AnalystBudgetingBusiness analysis,Data Analytics,Bangalore,4,10,Mid Level (3-5 Yrs),Not Disclosed
Senior Manager_Machine Learning Ops,Morgan Stanley,7-9 Yrs,Not disclosed,Bangalore/Bengaluru,Analytical skillsB2BBusiness AnalystTime managementAnalyticaldata visualizationManagementStakeholder management,Other,Bangalore,7,9,Senior (6-10 Yrs),Not Disclosed
Senior Anaplan Consultant,Grant Thornton India Pvt Ltd,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,UsageEnterprise applicationsDatabase designAnalyticalFunctional AnalystGermanStakeholder managementRelease management,Other,Bangalore,5,8,Mid Level (3-5 Yrs),Not Disclosed
Digital Trust IT Audit Senior,KPMG Global Services Private Limited,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Business objectsProduction supportBusiness analysisAnalyticalReconciliationIssue resolutionTest casesStored procedures,Other,Bangalore,3,6,Mid Level (3-5 Yrs),Not Disclosed
"Sr. Associate, Marketing Operations",Grant Thornton India Pvt Ltd,1-6 Yrs,12-15 Lacs PA,Bangalore/Bengaluru,TrainingExcelBusiness AnalystAnalyticalAgileManager Technologybusiness rulesUAT,Other,Bangalore,1,6,Junior (1-2 Yrs),Disclosed
Senior Research Executive - Shoppers / Retail Vertical,Nielseniq India,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,TranslationSoftware packagesSalesBusiness AnalystSFDCProject managementManager TechnologyManagement,Other,Bangalore,1,3,Junior (1-2 Yrs),Not Disclosed
WNS hiring For VBA developer - Gurgaon,WNS Holdings,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,Manager Quality AssuranceHIPAABack officeHealthcareBusiness intelligenceForecastingOperationsBusiness operations,Other,Gurgaon,2,6,Junior (1-2 Yrs),Not Disclosed
Senior Specialist Operations,Infineon,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,TrainingChange managementBusiness AnalystFocusConsultingSPCAgileScrum,Other,Bangalore,2,6,Junior (1-2 Yrs),Not Disclosed
Senior Business Strategy Specialist,Telstra,1-5 Yrs,Not disclosed,"Noida, New Delhi, Gurgaon/Gurugram",Law enforcementSoftware packagesBloombergSocial mediaFinanceDiversity and InclusionAnti money launderingHigh level design,Other,Noida,1,5,Junior (1-2 Yrs),Not Disclosed
Senior Manager Risk Solutions (Implementation),Visa Inc,5-7 Yrs,Not disclosed,Noida,pythonNatural Language ProcessingMachine Learningartificial intelligencePytorchNLUSCALAAI,Other,Noida,5,7,Mid Level (3-5 Yrs),Not Disclosed
Sr Consultant,Aon,4-7 Yrs,Not disclosed,Noida,Adobe AnalyticsJavaHtml And CssDigital AnalyticsSQLCSSCsDevelopment,Other,Noida,4,7,Mid Level (3-5 Yrs),Not Disclosed
Manager Adobe Analytics Developer Innovation,Morgan Stanley,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",ProcurementData analysisChange managementSAPSASProject managementBusiness strategyOutsourcing,Data Analytics,Kolkata,2,7,Junior (1-2 Yrs),Not Disclosed
Hiring -Azure Lead/Sr Azure Lead - IT Company,Imaginators Try Going Beyond,4-9 Yrs,Not disclosed,Noida,ProcurementData analysisChange managementSAPSASProject managementBusiness strategyOutsourcing,Other,Noida,4,9,Mid Level (3-5 Yrs),Not Disclosed
Assistant Manager/Manager - Power BI Developer/Lead,Genpact,3-6 Yrs,Not disclosed,New Delhi,ProcurementData analysisChange managementSAPSASProject managementBusiness strategyOutsourcing,Other,Delhi,3,6,Mid Level (3-5 Yrs),Not Disclosed
Tableau Developers,Nextbrain Technologies,3-5 Yrs,Not disclosed,Noida,Data analysisBusiness Development ManagerProject managementConsultingData structuresOpen sourceRFPAnalytics,Other,Noida,3,5,Mid Level (3-5 Yrs),Not Disclosed
Senior Manager - Game Analytics,Zynga,3-5 Yrs,Not disclosed,Noida,adfDWHSSISETLDevelopmentOracle ADFETL DevelopmentData warehousing,Data Analytics,Noida,3,5,Mid Level (3-5 Yrs),Not Disclosed
Snowflake Developer,Hexaware Technologies,7-12 Yrs,Not disclosed,Noida,data cleansingRoot cause analysisData analysisExcelSkill developmentMS Office toolsData AnalystMS Office,Other,Noida,7,12,Senior (6-10 Yrs),Not Disclosed
Senior Consultant,Sapiens International,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data ScienceconsultingArtificial IntelligenceData ManagementStatisticsAnalyticsPythonSQL,Other,Kolkata,1,3,Junior (1-2 Yrs),Not Disclosed
Snowflake Developer || Pune - F2F Drive || Hexaware Technologies,Hexaware Technologies,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Computer visionImage processingMachine learningData miningPythonLogistic regressionAzureR,Other,Gurgaon,3,6,Mid Level (3-5 Yrs),Not Disclosed
Senior Manager- MIS & Reporting (Power Bi & SQL),Genpact,5-7 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",Data managementAgiledata governanceData processingBusiness intelligenceOpen sourceSQLPython,Other,Bangalore/ Bangalore,5,7,Mid Level (3-5 Yrs),Not Disclosed
Power Bi Developer,Apps Associates,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,ab initioMs Sql DevelopmentAbinitio GraphsInitioMicrosoftSQL developmentGraphSQL,Other,Bangalore,4,9,Mid Level (3-5 Yrs),Not Disclosed
Power Bi Developer,OrangeMantra,7-12 Yrs,25-27.5 Lacs PA,Bangalore/Bengaluru,Program AssociateQualitative researchHealth insuranceData analysisQuantitative researchNutritionData collectionTransition,Other,Bangalore,7,12,Senior (6-10 Yrs),Disclosed
"Senior Manager, Model Validation - AI and ML Models Focus",FIS,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",TrainingSupervisorManager TechnologyLogistics operationsCustomer serviceResearchOperationsMonitoring,Other,Kolkata,4,9,Mid Level (3-5 Yrs),Not Disclosed
"Senior Manager, Model Validation",FIS,10-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",BackendMySQLWeb developmentCloudMongoDBTest casesUnit testingAWS,Other,Hyderabad,10,12,Senior (6-10 Yrs),Not Disclosed
Urgent Opening For AJO Developer,EXL,8-10 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",NoSQLTechnical evaluationTechnical designpower biHigh level designSubject Matter ExpertTroubleshootingbig data,Other,Gurgaon,8,10,Senior (6-10 Yrs),Not Disclosed
"Senior Statistican - RWE, Observational Research !",Switchover Solutions,8-10 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Delhi / NCR",CROStatistical analysisAnalyticalPharmaProgrammingClinical researchLife sciencesSAS Programming,Other,Hybrid - Pune,8,10,Senior (6-10 Yrs),Not Disclosed
Python Developer,WNS Holdings,6-7 Yrs,Not disclosed,Gurgaon/Gurugram,Due diligenceExcelMarket intelligenceBudgetingSubject matter expertiseBusiness partneringFinancial servicesAnalytics,Other,Gurgaon,6,7,Senior (6-10 Yrs),Not Disclosed
Digital Trust IT Audit Senior,KPMG Global Services Private Limited,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Water treatmentData analysisOperations researchData managementNutritionMISData collectionSPSS,Other,Kolkata,8,12,Senior (6-10 Yrs),Not Disclosed
Senior Associate - RCC AVS,Grant Thornton India Pvt Ltd,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Manager Quality AssuranceData managementGCPArtificial IntelligenceClinical trialsGLPBusiness strategyAnalytics,Other,Kolkata,4,9,Mid Level (3-5 Yrs),Not Disclosed
Senior Associate II,Novo Nordisk India,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisPrimary researchAnalyticalConsultingMarket intelligenceManager TechnologyResearch AnalystRisk management,Other,Kolkata,2,4,Junior (1-2 Yrs),Not Disclosed
Sr Associate - Research Search & Analytics,Unitedlex,3-4 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR",AssuranceHibernateData managementGAAPBusiness intelligenceIFRSFinancial servicesSDLC,Data Analytics,Bangalore,3,4,Mid Level (3-5 Yrs),Not Disclosed
"Immediate Hiring on Power BI + SQL developer , Noida",EXL,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Process automationERPBusiness analysisEnterprise architectureProject managementManagement consultingAgileHealthcare,Other,Hyderabad,4,6,Mid Level (3-5 Yrs),Not Disclosed
Advisory - Deals - Strategy & - Senior Associate,PwC,5-8 Yrs,Not disclosed,Noida,BiometricsStatistical programmingCROSAS MacrosJunior StaffAnalyticalProtocol developmentSAS Programming,Other,Noida,5,8,Mid Level (3-5 Yrs),Not Disclosed
Mgr Business Application,Watson Pharama,4-6 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad,SIDESoftware designFront endtelcoTest casesPythonTestingDevelopment,Other,Hybrid - Hyderabad,4,6,Mid Level (3-5 Yrs),Not Disclosed
Sr. Quality Professional,Siemens,5-15 Yrs,Not disclosed,Gurgaon/Gurugram,Training deliveryMS Office suiteSASBusiness analyticsRelationship buildingMachine learningContent developmentProcess implementation,Other,Gurgaon,5,15,Mid Level (3-5 Yrs),Not Disclosed
Anaplan - Senior Consultant,Grant Thornton India Pvt Ltd,3-8 Yrs,Not disclosed,"Noida, Uttar Pradesh, New Delhi, Delhi, Gurgaon/ Gurugram, Haryana",ExcelDiversity and InclusionFinanceProgrammingMathematicsResearchStatisticsRecruitment,Other,Noida,3,8,Mid Level (3-5 Yrs),Not Disclosed
Hiring For Senior Software Engineer - Business Intelligence (Noida),TO The New,8-10 Yrs,Not disclosed,"Chennai, Tamil Nadu",ERPHP data protectorCodingInvoice processingProcess transitionReconciliationWeavingMS Word,Other,Chennai,8,10,Senior (6-10 Yrs),Not Disclosed
Senior AI Engineer,Ongrid,3-6 Yrs,Not disclosed,Chennai,Power BIPower Bi DeveloperT-SQLSSASETL frameworkSSISPower QueryETL Scripts,Other,Chennai,3,6,Mid Level (3-5 Yrs),Not Disclosed
Senior Business Analytics Analyst,Ralph Lauren,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Computer scienceBiometricsStatistical programmingCROSAS MacrosJunior StaffAnalyticalProtocol development,Data Analytics,Hyderabad,2,5,Junior (1-2 Yrs),Not Disclosed
Senior Business Analyst,Ecolab Digital Center (EDC),2-5 Yrs,Not disclosed,Gurgaon/Gurugram,GraphicsMS SQLBusiness analysisdata securityAnalyticalSSRSpower biApplication security,Data Analytics,Gurgaon,2,5,Junior (1-2 Yrs),Not Disclosed
Networks Senior FP & A Analyst,Palo Alto Networks,10-20 Yrs,5-15 Lacs PA,Gurgaon/Gurugram,data analyticsFranchisee DevelopmentChannel DevelopmentFranchise SalesFranchisee ManagementRetail OperationsChannel Network ManagementFranchisee Acquisition,Data Analytics,Gurgaon,10,20,Senior (6-10 Yrs),Disclosed
Senior Analyst,Sigma Aldrich Chemicals,6-10 Yrs,Not disclosed,New Delhi,data analyticsFranchisee DevelopmentChannel DevelopmentFranchise SalesFranchisee ManagementRetail OperationsChannel Network ManagementFranchisee Acquisition,Data Analytics,Delhi,6,10,Senior (6-10 Yrs),Not Disclosed
Sr. Analyst,Herbalife International,4-9 Yrs,Not disclosed,Gurgaon/Gurugram,data analyticsFranchisee DevelopmentChannel DevelopmentFranchise SalesFranchisee ManagementRetail OperationsChannel Network ManagementFranchisee Acquisition,Data Analytics,Gurgaon,4,9,Mid Level (3-5 Yrs),Not Disclosed
"Sr. Analyst, Global HRIS Reporting & Insights",Herbalife Nutrition,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,T-SQLSQL queriesMS SQLDatabaseStored proceduresDevelopmentSQL developmentDBMS,Data Analytics,Gurgaon,3,6,Mid Level (3-5 Yrs),Not Disclosed
Senior Analyst,Time Analytic & Shared Services,6-10 Yrs,Not disclosed,Gurgaon/Gurugram,MS SQLSSRSSQL Server integration servicesManager TechnologyDatabaseSSISBusiness solutionsData warehousing,Data Analytics,Gurgaon,6,10,Senior (6-10 Yrs),Not Disclosed
Senior Business Analyst,Whizdm Innovations,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,Power BiMySQLAdvanced ExcelTableauOracleMISBiSR,Data Analytics,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
Senior Growth Analyst,Bright Capital,1-5 Yrs,Not disclosed,Gurgaon/Gurugram,Business processSupply chainSupply chain managementERPConsultingPresalesFMCGSales process,Data Analytics,Gurgaon,1,5,Junior (1-2 Yrs),Not Disclosed
Sr. Analyst -SQL,Topgear Consultants,1-3 Yrs,Not disclosed,Noida,Supply chainhuman capitalSalesProject managementAnalyticalConsultingenterprise businessCustomer retention,Data Analytics,Noida,1,3,Junior (1-2 Yrs),Not Disclosed
"Senior Analyst , Integrations Systems",Hudsons bay Company (HBC),3-6 Yrs,Not disclosed,Noida,TrainingAdministrationStatistical analysisData managementOffice equipmentProject managementClinical trialsDatabase,Data Analytics,Noida,3,6,Mid Level (3-5 Yrs),Not Disclosed
Senior Lead Business Analyst,Infinite Computer Solutions India Pvt. Ltd.,1-6 Yrs,Not disclosed,Mumbai,Data analysisDue diligenceWealth managementBusiness continuity planningInvestment bankingOperationsFinancial servicesMonitoring,Data Analytics,Mumbai,1,6,Junior (1-2 Yrs),Not Disclosed
